restaurant_name,restaurant_id,city,categories,veg_category_count
otacos-docks,0P75NP5N,Haren,No Vegetarian Categories,1
veganwaf,0P775131,Haren,No Vegetarian Categories,1
eastwest,0PO5RO11,Haren,No Vegetarian Categories,1
snack-bodrum-bruxelles,0PON1P11,Kraainem,No Vegetarian Categories,1
au-chapati,0Q10R711,Zaventem,No Vegetarian Categories,1
tokyo-roll-new,0Q13337N,Haren,No Vegetarian Categories,1
chamas-tacos-bxl-1,0QN05Q5N,Haren,No Vegetarian Categories,1
snack-marmaris-schaerbeek-1,0QN07P5N,Zaventem,No Vegetarian Categories,1
has-pide,0QN57R11,Zaventem,No Vegetarian Categories,1
tamtam-gourmand,0QRQQ55N,Haren,No Vegetarian Categories,1
la-duga,0R1NPO11,Haren,No Vegetarian Categories,1
tandoori-land-bruxelles,0R1Q0N31,Haren,No Vegetarian Categories,1
ozawa,0R5PNP11,Haren,No Vegetarian Categories,1
sapporo-shi-sushi-ramen-bar,0RN7337N,Haren,No Vegetarian Categories,1
snack-gerard-new,0RO1O37N,Haren,No Vegetarian Categories,1
petales-de-rose,0RQQ1P5N,Haren,No Vegetarian Categories,1
snack-delice-st-michel,0RQRQ311,Haren,No Vegetarian Categories,1
partnership-support-be,300N317N,Kraainem,No Vegetarian Categories,1
waikiki-poke-bar,300O7O7N,Haren,No Vegetarian Categories,1
woodiz-porte-de-namur,30735R7N,Haren,No Vegetarian Categories,1
burgerstreet-original-smashed,3107QQ7N,Zaventem,No Vegetarian Categories,1
fratellos-sc,3131377N,Zaventem,No Vegetarian Categories,1
slada-bruxelles,315Q7R7N,Haren,No Vegetarian Categories,1
el-pulgarcito,315RQO7N,Zaventem,No Vegetarian Categories,1
pizza-express-bruxelles,3177RR7N,Haren,No Vegetarian Categories,1
burger-factory-bruxelles,31P010QN,Haren,No Vegetarian Categories,1
greekit-house-of-souvlaki,31P17R7N,Zaventem,No Vegetarian Categories,1
chicken-factory-bruxelles,31QO777N,Haren,No Vegetarian Categories,1
slada-laeken,31R1077N,Haren,No Vegetarian Categories,1
starbucks-schuman,31RP10QN,Haren,No Vegetarian Categories,1
manhattan-sushi,3373O77N,Zaventem,No Vegetarian Categories,1
kaza,33OQPR7N,Haren,No Vegetarian Categories,1
le-prince-downtown-new,33Q17Q7N,Haren,No Vegetarian Categories,1
la-cite-du-dragon,33Q5O7,Haren,No Vegetarian Categories,1
chikyy,33QR00QN,Haren,No Vegetarian Categories,1
meli-mely,35P1771,Zaventem,No Vegetarian Categories,1
starbucks-gare-du-nordnoord,35QP10QN,Haren,No Vegetarian Categories,1
wingsstreet-schaerbeek,35RPQQ7N,Haren,No Vegetarian Categories,1
snack-la-couronne,3701N57N,Haren,No Vegetarian Categories,1
latelier-a-pizza-helmet,371ORQ1,Haren,No Vegetarian Categories,1
kfc-brussels,375ON37N,Haren,No Vegetarian Categories,1
sushi-world-bruxelles,3N3RO,Haren,No Vegetarian Categories,1
starbucks-montgomery,3NQP10QN,Haren,No Vegetarian Categories,1
einab-syrian-sweets,3NR7RR7N,Haren,No Vegetarian Categories,1
yann-culinary,3O01377N,Zaventem,No Vegetarian Categories,1
snack-emirdag-rogier,3O35RP7N,Zaventem,No Vegetarian Categories,1
le-mezze-chez-firas,3OO0Q57N,Zaventem,No Vegetarian Categories,1
time-break,3OQ51R7N,Kraainem,No Vegetarian Categories,1
met-jeanine,3ORO137N,Haren,No Vegetarian Categories,1
corner-churros,3P17QQ7N,Zaventem,No Vegetarian Categories,1
caleo-cafe,3P1O137N,Haren,No Vegetarian Categories,1
nawab-restaurant,3P3P577N,Zaventem,Vegetarian curries,1
the-public-house-12-ixelles,3Q170Q7N,Haren,No Vegetarian Categories,1
chez-bibo,3Q17PQ7N,Zaventem,No Vegetarian Categories,1
tonton-chami-madou,3Q30OR7N,Zaventem,No Vegetarian Categories,1
snack-nador,3Q51377N,Haren,No Vegetarian Categories,1
ocheese-saint-josse-ten-noode,3QQ0R57N,Haren,No Vegetarian Categories,1
aragon,3QQ1377N,Zaventem,No Vegetarian Categories,1
hawaiian-poke-bowl-arenberg,3QQ3PQ7N,Haren,No Vegetarian Categories,1
starbucks-rogier,3QQP10QN,Haren,No Vegetarian Categories,1
shaky-burger,3R05137N,Haren,No Vegetarian Categories,1
oakberry,3RN7PR7N,Haren,No Vegetarian Categories,1
pizza-liloo,3RNP151,Haren,No Vegetarian Categories,1
onder-pide-new,3ROO0O7N,Zaventem,No Vegetarian Categories,1
sushi-house-2,50R75NN,Haren,No Vegetarian Categories,1
bombay-inn,510Q3NN,Haren,No Vegetarian Categories,1
asya-pizzaria,51P3153,Haren,No Vegetarian Categories,1
snack-aladdin,531R0R3,Haren,No Vegetarian Categories,1
la-riviera-bruxelles,533QQ7N,Zaventem,No Vegetarian Categories,1
al-carso,55Q5Q0N,Haren,No Vegetarian Categories,1
poulet-servisss,55QQ373,Haren,No Vegetarian Categories,1
bns,577531N,Zaventem,No Vegetarian Categories,1
snack-sympa,5NQ07PN,Haren,No Vegetarian Categories,1
napoli-da-leonardo-1,5O07503,Zaventem,No Vegetarian Categories,1
pizzevia-ciao-ciao,5O13NON,Haren,No Vegetarian Categories,1
miyako,5O1RO73,Haren,No Vegetarian Categories,1
star-of-asia-1,5O7RNP3,Haren,No Vegetarian Categories,1
pizza-alba,5OQ01R3,Zaventem,No Vegetarian Categories,1
il-veliero,5OR07PN,Haren,No Vegetarian Categories,1
shezan,5PONN3N,Haren,No Vegetarian Categories,1
orchidee-rose,5QN3O3N,Haren,No Vegetarian Categories,1
atlasresto,5RO103N,Haren,No Vegetarian Categories,1
mumtaz,5RPNO73,Haren,No Vegetarian Categories,1
konya,N00ROPR,Haren,No Vegetarian Categories,1
rio-sushi-1200,N01P70Q,Kraainem,No Vegetarian Categories,1
yama-sushi-woluwe-saint-lambert,N05107R,Zaventem,No Vegetarian Categories,1
la-sardegna,N05ORN5,Zaventem,No Vegetarian Categories,1
le-paradis-du-liban,N07Q307,Zaventem,No Vegetarian Categories,1
pizzeria-istanbul-schaerbeek,N07Q3P7,Haren,No Vegetarian Categories,1
tom-yam-bruxelles,N0O50OR,Kraainem,No Vegetarian Categories,1
turkuaz-kebap,N0Q7715,Zaventem,No Vegetarian Categories,1
hanedan-kebap-pizzeria,N0R00NQ,Zaventem,No Vegetarian Categories,1
poule-poulette-bruxelles,N10NNRQ,Haren,No Vegetarian Categories,1
barakat,N11QQRO,Haren,No Vegetarian Categories,1
topogigio,N13505Q,Zaventem,No Vegetarian Categories,1
pyramides-schaerbeek,N17NQ7R,Haren,No Vegetarian Categories,1
le-bol-de-riz,N1P5RN5,Haren,No Vegetarian Categories,1
phopho,N1R71RO,Haren,No Vegetarian Categories,1
tekince-kebap,N3NO0PO,Haren,No Vegetarian Categories,1
the-purple-rose,N3P7R15,Haren,No Vegetarian Categories,1
greengo,N3QOO0R,Zaventem,No Vegetarian Categories,1
kitchen-151-brussels,N577R15,Haren,No Vegetarian Categories,1
les-4-freres-pizzeria,N70N175,Haren,No Vegetarian Categories,1
la-ruota-1,N71O71Q,Zaventem,No Vegetarian Categories,1
otacos-brussels,N71QNRO,Haren,No Vegetarian Categories,1
china-express-ixelles,N7O3O37,Haren,No Vegetarian Categories,1
pizzeria-kocak,N7Q305Q,Zaventem,No Vegetarian Categories,1
jai-ho,NN0715O,Zaventem,No Vegetarian Categories,1
dilmon,NN1Q707,Zaventem,No Vegetarian Categories,1
al-solito-posto,NN77R15,Haren,No Vegetarian Categories,1
new-annapurna,NNNR0QO,Haren,No Vegetarian Categories,1
gatsu-gatsu,NNP3O37,Haren,No Vegetarian Categories,1
cuisine-speciale,NNRO3P7,Kraainem,No Vegetarian Categories,1
bagel-corner,NO7RP0Q,Haren,No Vegetarian Categories,1
snack-letang,NORQ7ON,Haren,No Vegetarian Categories,1
sushiya,NP70537,Kraainem,No Vegetarian Categories,1
indian-royal-fast-food,NQN57Q7,Haren,No Vegetarian Categories,1
banh-mi-express,NQO1O0Q,Zaventem,No Vegetarian Categories,1
yummy-bowl,NQR057Q,Haren,No Vegetarian Categories,1
il-colosseo-bruxelles,NR300N5,Haren,No Vegetarian Categories,1
pizza-king-bruxelles,NR5PN,Haren,No Vegetarian Categories,1
snack-georges-henri,NRQQQ37,Kraainem,No Vegetarian Categories,1
enka,O0017RP,Haren,No Vegetarian Categories,1
snack-felix-1,O013RNPN,Haren,No Vegetarian Categories,1
standby,O01R1N01,Haren,No Vegetarian Categories,1
deas-pizza-ixelles,O0375011,Haren,No Vegetarian Categories,1
sun-wok-pizzas,O03NO7R1,Haren,No Vegetarian Categories,1
my-madou,O03R5RR,Haren,No Vegetarian Categories,1
from-be-for-you,O05RQ0QN,Haren,No Vegetarian Categories,1
kroket,O07Q3N7N,Haren,No Vegetarian Categories,1
sushi-me-ixelles,O0N31PPN,Haren,No Vegetarian Categories,1
la-pizza-bio-la-pizza-bio,O0O1037N,Kraainem,No Vegetarian Categories,1
al-colosseo-forest,O0OOP501,Haren,No Vegetarian Categories,1
five-guys-bruxelles,O0P31R01,Haren,No Vegetarian Categories,1
da-mario-take-away,O0Q7P011,Zaventem,No Vegetarian Categories,1
koala,O0QO5RN1,Haren,No Vegetarian Categories,1
delices-agbalo,O0R301QN,Haren,No Vegetarian Categories,1
allo-beyrouth,O0RP3N7N,Haren,No Vegetarian Categories,1
kebap-center,O10Q17N1,Haren,No Vegetarian Categories,1
why-not,O13050PN,Haren,No Vegetarian Categories,1
fresh-spicy,O13RORR,Zaventem,No Vegetarian Categories,1
beyranet,O170Q031,Zaventem,No Vegetarian Categories,1
lucysushi,O17N155N,Haren,No Vegetarian Categories,1
cocorico-bruxelles,O17NR0QN,Zaventem,No Vegetarian Categories,1
stick-that-meat-1,O1NQ0Q01,Haren,No Vegetarian Categories,1
the-food-box-brussels,O1OO1031,Haren,No Vegetarian Categories,1
gabys-sandwiches,O1PPOP7N,Zaventem,No Vegetarian Categories,1
louisiana-grill-gourmet,O1PRP0QN,Haren,No Vegetarian Categories,1
daily-pates-1,O1R10RP,Haren,No Vegetarian Categories,1
rubens-grillade-1040,O1RN33PN,Zaventem,No Vegetarian Categories,1
donkis-wings,O30333PN,Haren,Wings & vegan chicken,1
tekince-doner,O31500PN,Haren,No Vegetarian Categories,1
joe-la-frite,O3311P7N,Haren,No Vegetarian Categories,1
trattoria-al-dente,O333PQN1,Haren,No Vegetarian Categories,1
keufte,O355017N,Haren,No Vegetarian Categories,1
pizzeria-saint-pierre-etterbeek,O355P17N,Haren,No Vegetarian Categories,1
miracle,O3O0017N,Haren,No Vegetarian Categories,1
tip-top-burger,O3O050PN,Haren,No Vegetarian Categories,1
pizzeria-modugno,O3O0RQPN,Zaventem,No Vegetarian Categories,1
gabbiani-reali,O3O3NNN1,Haren,No Vegetarian Categories,1
jm-sushi-bruxelles-1,O3O3R17N,Haren,No Vegetarian Categories,1
thai-chiangmai,O3ON0R5,Haren,No Vegetarian Categories,1
deli-liban-1,O3ONPQN1,Kraainem,No Vegetarian Categories,1
pizza-boom-1,O50N1PN1,Zaventem,No Vegetarian Categories,1
madina-food,O50O3PPN,Haren,No Vegetarian Categories,1
maki-maki-1,O51Q0Q01,Haren,Nos makis veggies/vegan,1
tonton-chami-ixelles,O551ORPN,Haren,No Vegetarian Categories,1
love-ciabatta-bruxelles-1,O55Q5RN1,Haren,No Vegetarian Categories,1
live-central-park,O5N15NPN,Zaventem,No Vegetarian Categories,1
le-rosmarino,O5N3N101,Haren,No Vegetarian Categories,1
bella-ciaoo,O5N50QN1,Haren,No Vegetarian Categories,1
jardin-asiatique,O5NN5N7,Zaventem,No Vegetarian Categories,1
better-than-hungry,O5NQ7001,Haren,No Vegetarian Categories,1
foodminte,O5O5O17,Haren,No Vegetarian Categories,1
sel-et-miel,O5PQR301,Haren,No Vegetarian Categories,1
pizzeria-istanbul-malibran,O5QNP7R1,Haren,No Vegetarian Categories,1
restaurant-le-royal,O5QO7N7N,Zaventem,No Vegetarian Categories,1
hatay-kunefe,O70050PN,Zaventem,No Vegetarian Categories,1
ozturk,O715N131,Zaventem,No Vegetarian Categories,1
foodmaker-rogier,O737R07N,Haren,No Vegetarian Categories,1
bowlsbe,O750717N,Haren,No Vegetarian Categories,1
snack-au-petit-creux,O757R17N,Zaventem,No Vegetarian Categories,1
gare-des-artistes,O7N5N17N,Haren,No Vegetarian Categories,1
otomat-merode,O7O317R1,Haren,No Vegetarian Categories,1
breakpointcolonies,O7O5N0PN,Haren,No Vegetarian Categories,1
restaurant-king-hwa,O7OQR7N1,Zaventem,No Vegetarian Categories,1
foodmaker-ravenstein,O7OR11QN,Haren,No Vegetarian Categories,1
le-gourmet-bruxelles,O7P117R1,Haren,No Vegetarian Categories,1
arts-bagels-etterbeek,O7PP317N,Haren,No Vegetarian Categories,1
dunkin-donuts-1,O7PRN3PN,Haren,Vegan donuts,1
o-sole-mio-bruxelles-1,O7Q31031,Haren,No Vegetarian Categories,1
osaison,ON0RO17,Zaventem,No Vegetarian Categories,1
feta-oregano-ixelles,ON115NN1,Haren,No Vegetarian Categories,1
chaba-thai,ON5707PN,Haren,No Vegetarian Categories,1
terracotta-pizze-tapas,ON5OR1PN,Haren,No Vegetarian Categories,1
o-senegal-vip,ON7P1QPN,Haren,No Vegetarian Categories,1
gioia-pizza,ONON307N,Zaventem,No Vegetarian Categories,1
tekince-cigkofte,ONOO71PN,Haren,No Vegetarian Categories,1
the-better-pizza-company,ONPQ035N,Haren,No Vegetarian Categories,1
emirda,ONQO07PN,Zaventem,No Vegetarian Categories,1
loqqum-restaurant,ONR5R1N1,Haren,No Vegetarian Categories,1
limor-pizzeria,OO01P3N1,Haren,No Vegetarian Categories,1
magnum-and-benjerrys-store-schaerbeek,OO1O0RPN,Zaventem,Ben & Jerry's Vegan,1
foodmaker-hubert,OO1R01PN,Haren,No Vegetarian Categories,1
dunkin-city-2-bruxelles,OO37R1PN,Haren,No Vegetarian Categories,1
brasserie-byblos-1898,OO3P3N11,Zaventem,No Vegetarian Categories,1
smashb,OO5370QN,Zaventem,No Vegetarian Categories,1
la-table-du-winners,OO557N7N,Zaventem,No Vegetarian Categories,1
pizza-hoot,OO7Q13N1,Haren,No Vegetarian Categories,1
la-nuova-piazza-schaerbeek-1,OONQ0RN1,Kraainem,No Vegetarian Categories,1
laz-burger,OOOP7QR,Haren,No Vegetarian Categories,1
indian-foodism-lounge,OOOR73PN,Zaventem,No Vegetarian Categories,1
saveurs-deden,OOPQO001,Zaventem,No Vegetarian Categories,1
dunkin-centraal,OOPRN3PN,Haren,Vegan donuts,1
chickn-choice,OOQ0RQR,Haren,No Vegetarian Categories,1
le-familial-1,OOQ17Q01,Haren,No Vegetarian Categories,1
street-kap,OOQN5QPN,Haren,No Vegetarian Categories,1
buono-buono-fatto-in-casa,OP05RPN1,Zaventem,No Vegetarian Categories,1
adam-restaurant,OP0NPPN1,Haren,No Vegetarian Categories,1
cup-pasta-rue-montagn,OP10N131,Haren,No Vegetarian Categories,1
banh-mi-express-1210,OP305N31,Haren,No Vegetarian Categories,1
delice-lavenir,OP357N7N,Kraainem,No Vegetarian Categories,1
los-cubas-bruxelles,OP3PN07N,Haren,No Vegetarian Categories,1
sushi-box-ixelles-1,OP50007N,Haren,No Vegetarian Categories,1
les-4-saisons-schaerbeek,OP5Q3ON1,Haren,No Vegetarian Categories,1
superbowl-lux,OP7P5701,Haren,No Vegetarian Categories,1
spicy-grill,OPN5017N,Zaventem,No Vegetarian Categories,1
dim-yum,OPNNP301,Haren,No Vegetarian Categories,1
thai-moury-molenbeek,OPQ1N3N1,Zellik,No Vegetarian Categories,1
chezwawa-royal-1,OPR7P17N,Haren,No Vegetarian Categories,1
palermo-pizza,OPRNP07N,Haren,No Vegetarian Categories,1
afro-luna,OQ00R7Q,Haren,No Vegetarian Categories,1
ayam-baghdad,OQ10RPPN,Haren,No Vegetarian Categories,1
snack-merode,OQ5N11N1,Zaventem,No Vegetarian Categories,1
cankaya-hatay-kunefe,OQ5PO07N,Zaventem,No Vegetarian Categories,1
mundo-latino,OQ5RN7R1,Zaventem,No Vegetarian Categories,1
le-quai-gourmand,OQO7PON1,Haren,No Vegetarian Categories,1
essgo-grill,OQONNON1,Haren,No Vegetarian Categories,1
le-pain-quotidien-tongres,OQP1P0PN,Zaventem,No Vegetarian Categories,1
the-don-tajine,OQP333N1,Haren,No Vegetarian Categories,1
los-charros-1,OQP33P7N,Haren,No Vegetarian Categories,1
pitta-magic,OQQ03QPN,Zaventem,No Vegetarian Categories,1
arts-bagels,OR000NN1,Zaventem,No Vegetarian Categories,1
le-parioli,OR073NPN,Zaventem,No Vegetarian Categories,1
alba-1,OR0QQ031,Haren,No Vegetarian Categories,1
swagat,OR135NN1,Haren,No Vegetarian Categories,1
tadim-kumpir-libano,OR17355N,Haren,No Vegetarian Categories,1
khanna,OR1PP0QN,Zaventem,No Vegetarian Categories,1
taste-of-indus,OR1ROP7N,Haren,No Vegetarian Categories,1
les-delices-de-bruno,OR7RNRPN,Haren,No Vegetarian Categories,1
food-maker,ORNNP35N,Haren,No Vegetarian Categories,1
le-sankaran,ORNP1NN1,Haren,No Vegetarian Categories,1
ornina-syrian-sweets,ORO35NN1,Zaventem,No Vegetarian Categories,1
pizzeria-milano,P3O53P,Haren,No Vegetarian Categories,1
lala-restaurant,Q17ORPQN,Haren,No Vegetarian Categories,1
traiteur-liu,Q31N00O,Haren,No Vegetarian Categories,1
inzia,Q35PR05,Haren,No Vegetarian Categories,1
bread-breakfast,Q5O71OO,Zaventem,No Vegetarian Categories,1
grillades-panios,QN1RPPO,Zaventem,No Vegetarian Categories,1
le-zinneke,QOP3015,Zaventem,Plats végé & vegan,1
il-convivio,QPQO7QO,Haren,No Vegetarian Categories,1
wok-minute,QQO3OQO,Haren,No Vegetarian Categories,1
b34,QROO5QO,Haren,No Vegetarian Categories,1
nigiri-roll,R00P0NQN,Haren,No Vegetarian Categories,1
my-shawarma,R07OR3QN,Haren,No Vegetarian Categories,1
dolphin-77-sprl,R0N153QN,Zaventem,No Vegetarian Categories,1
snack-evere,R0NRP3QN,Haren,No Vegetarian Categories,1
bh45-bruxelles,R0O1R3QN,Zaventem,No Vegetarian Categories,1
yummy-ixelles,R0PNR3QN,Haren,No Vegetarian Categories,1
snack-araff,R0Q0PPQN,Haren,No Vegetarian Categories,1
tradinatura,R10O0PQN,Haren,No Vegetarian Categories,1
le-panier-de-meiser-schaerbeek,R15113QN,Zaventem,No Vegetarian Categories,1
otacos-woluwe-saint-lambert,R1P3OPQN,Zaventem,No Vegetarian Categories,1
kihap-fried-chicken,R1Q03NQN,Haren,No Vegetarian Categories,1
erics-burger-streetfood,R1QR05QN,Haren,No Vegetarian Categories,1
latypiq,R31PR1QN,Zaventem,No Vegetarian Categories,1
afro-caraibes-le-colibri-mechant,R55N35QN,Haren,No Vegetarian Categories,1
caffe-batavia,R57RO1QN,Haren,No Vegetarian Categories,1
le-palais-des-delices-saint-josse-ten-noode,R715R1QN,Zaventem,No Vegetarian Categories,1
la-maison-de-gourmands,R7R715QN,Haren,No Vegetarian Categories,1
cherry-flower-woluwe-saint-lambert,RN0QQNQN,Haren,No Vegetarian Categories,1
cereales,RN1PRNQN,Haren,No Vegetarian Categories,1
snack-boniface,RN7R5PQN,Haren,No Vegetarian Categories,1
friterie-dailly-bruxelles,RNNOONQN,Zaventem,No Vegetarian Categories,1
creppuccino,RO0751QN,Haren,No Vegetarian Categories,1
le-sacre-pain,RO0NPNQN,Haren,No Vegetarian Categories,1
fattouch-bxl,RO3355QN,Haren,No Vegetarian Categories,1
the-foodmaker-brussel,RO5OPN,Haren,No Vegetarian Categories,1
snack-marmara-1,ROOPNOQN,Zaventem,No Vegetarian Categories,1
space-food,RORN5PQN,Zaventem,No Vegetarian Categories,1
peach-pit-1000,RORO0PQN,Zaventem,No Vegetarian Categories,1
la-maison-daladdin-saint-josse,RP0RP5QN,Zaventem,No Vegetarian Categories,1
chick-cheez-docks,RPO0P1QN,Haren,No Vegetarian Categories,1
latlas-schaerbeek-1,RPQ7PNQN,Haren,No Vegetarian Categories,1
duo-bruxelles,RPR17PQN,Haren,No Vegetarian Categories,1
muss-kebab-schaerbeek,RQ0O3NQN,Haren,No Vegetarian Categories,1
domenica-cucina-popolare,RQ0OP5QN,Haren,No Vegetarian Categories,1
gustoso-pizza-bxl,RQ135PQN,Zaventem,No Vegetarian Categories,1
wicos,RQ7N5OQN,Haren,No Vegetarian Categories,1
pinsamore-2,RQP3R3QN,Haren,No Vegetarian Categories,1
les-4-saisons-bxl,RQPP03QN,Haren,No Vegetarian Categories,1
donburi-express,RQR10NQN,Haren,No Vegetarian Categories,1
sushi-aiko-k,RQR1NPQN,Haren,No Vegetarian Categories,1
nithis-kitchen,RR0O13QN,Haren,No Vegetarian Categories,1
maison-du-kumpir,RR0P0NQN,Haren,No Vegetarian Categories,1
pinsamore,RR53R3QN,Haren,No Vegetarian Categories,1
le-petit-flagey,RRNN13QN,Haren,No Vegetarian Categories,1
bieres-et-tout-le-bazar,RRNPPPQN,Haren,No Vegetarian Categories,1
pizza-hut-delivery-genval,55QP3ON,Maleizen,No Vegetarian Categories,1
mazzerina-genval,O5QQO7R,Maleizen,No Vegetarian Categories,1
la-mie-de-pain,Q1517N3,Maleizen,No Vegetarian Categories,1
manga-sushi,03N1R37N,Drogenbos,No Vegetarian Categories,1
fisheri-fresh-fish-burger,0O0NNO7N,Drogenbos,No Vegetarian Categories,1
doce-tentacao-patisserie,0ORPN711,Drogenbos,No Vegetarian Categories,1
le-seth,0Q1N3O7N,Drogenbos,No Vegetarian Categories,1
sweet-sky,31O3RO7N,Linkebeek,No Vegetarian Categories,1
pizzeria-lami-uccle-1,3753PR7N,Linkebeek,No Vegetarian Categories,1
hanelly-food,3NO3OQ7N,Drogenbos,No Vegetarian Categories,1
da-giuse,3PN01R7N,Linkebeek,No Vegetarian Categories,1
speedy,3QOR,Drogenbos,No Vegetarian Categories,1
le-pont-de-luttre,515N1O3,Drogenbos,No Vegetarian Categories,1
royale-pizza-lemonnier,5O50Q3N,Drogenbos,No Vegetarian Categories,1
superbowl,N03P70R,Drogenbos,No Vegetarian Categories,1
gel-tov,N31QN0Q,Drogenbos,No Vegetarian Categories,1
latlas-1060,NN70N0Q,Drogenbos,No Vegetarian Categories,1
le-guignol-uccle,NNNQN05,Linkebeek,No Vegetarian Categories,1
da-momo-new,NNO00NQ,Drogenbos,No Vegetarian Categories,1
ispahan-uccle,NNR7N05,Drogenbos,No Vegetarian Categories,1
mcdoners,NO75R75,Linkebeek,No Vegetarian Categories,1
dominos-pizza-uccle-chaussee-d-alsemberg,NOPO035,Drogenbos,Pizzas vegan,1
wok-o-clock-halal-saint-gilles-1,NQQO3QR,Drogenbos,No Vegetarian Categories,1
poke-more,O017ON7N,Linkebeek,No Vegetarian Categories,1
les-enfants-du-piree-1,O0QQN77,Drogenbos,No Vegetarian Categories,1
viva-brazil,O1O1N55N,Drogenbos,No Vegetarian Categories,1
le-mediterraneen,O53ORPPN,Drogenbos,No Vegetarian Categories,1
nori-maki,ON1RQNNN,Drogenbos,No Vegetarian Categories,1
otacos-xavier-de-bue,ONPP77R1,Drogenbos,No Vegetarian Categories,1
snack-cousin,ONQNRQN1,Drogenbos,No Vegetarian Categories,1
hamakom,OP1Q70QN,Drogenbos,No Vegetarian Categories,1
pasta-dor-1,OP1QQ0R,Drogenbos,No Vegetarian Categories,1
au-petit-en-cas,OP351N7N,Drogenbos,No Vegetarian Categories,1
la-pizza-pazza-saint-gilles,OPP1P0QN,Drogenbos,No Vegetarian Categories,1
lebanese,OQQ01PN1,Drogenbos,No Vegetarian Categories,1
poke-time,Q1NRRPQN,Drogenbos,No Vegetarian Categories,1
sanck-twins,Q3P5POO,Beersel,No Vegetarian Categories,1
fast-good-saint-gilles,QPPPRPQN,Drogenbos,No Vegetarian Categories,1
cafe-galletos,R13R5NQN,Drogenbos,No Vegetarian Categories,1
foods-n-moods-1000,R53PNOQN,Drogenbos,No Vegetarian Categories,1
pizzago,RNQ175QN,Drogenbos,No Vegetarian Categories,1
kitchen-by-pj,R05051QN,Maaseik,No Vegetarian Categories,1
rosso-peperone,NPPPPOR,Strombeek-Bever,No Vegetarian Categories,1
snack-bosphore,O001317N,Strombeek-Bever,No Vegetarian Categories,1
poke-n-bowl,03N1QO7N,Sint-Martens-Voeren,No Vegetarian Categories,1
la-petite-gayoule,0O55Q131,Sint-Martens-Voeren,No Vegetarian Categories,1
pizza-berneau,30OPRN7N,Sint-Martens-Voeren,No Vegetarian Categories,1
pita-daubel,577OOON,Teuven,No Vegetarian Categories,1
un-cent,N11RNQ7,'s-Gravenvoeren,No Vegetarian Categories,1
le-jasmin-vise,OQNRO55N,Sint-Martens-Voeren,No Vegetarian Categories,1
pizzeria-bella-vita-aubel-1,R157POQN,Teuven,No Vegetarian Categories,1
basilico-oupeye-1,R300PNQN,'s-Gravenvoeren,No Vegetarian Categories,1
fiammetta,RPR50PQN,Sint-Martens-Voeren,No Vegetarian Categories,1
eetboutique-kaya,NN370R7,Diepenbeek,No Vegetarian Categories,1
sushi-culture,OP5770QN,Diepenbeek,No Vegetarian Categories,1
fri-tuur-t-charlotteje,3RP5137N,Hingene,No Vegetarian Categories,1
de-notelaer,O5NNRQN1,Hingene,No Vegetarian Categories,1
dominos-pizza-bornem-1,ONO0PQN1,Puurs,"Pizzas vegan,Vegan Pizza's",2
snack-el-medina,3O07NQ7N,Vucht,No Vegetarian Categories,1
frituur-natalie,5QO5P53,Vucht,No Vegetarian Categories,1
sofra,N77OQQP,Vucht,No Vegetarian Categories,1
pizza-hut-delivery-maasmechelen,ONQ751N1,Lanklaar,No Vegetarian Categories,1
burger-kofte-maasmechelen,R15R0NQN,Vucht,No Vegetarian Categories,1
restaurant-di-trapani,NNQNPOR,Wolvertem,No Vegetarian Categories,1
okebab,3R53P77N,Hoeilaart,No Vegetarian Categories,1
donca,N73R357,Hoeilaart,No Vegetarian Categories,1
bella-italia-la-hulpe,OPP0O0QN,Kraainem,No Vegetarian Categories,1
palas-food,30OR177N,Asse,No Vegetarian Categories,1
pizzeria-side,00Q5P75N,Duisburg,No Vegetarian Categories,1
la-frite-doree-watermael-boitsfort,01O3P511,Duisburg,No Vegetarian Categories,1
pizzaitalia,0Q1N5R11,Duisburg,No Vegetarian Categories,1
da-maurizio-new,31O0377N,Kraainem,No Vegetarian Categories,1
amore-fantasia,37P1377N,Duisburg,No Vegetarian Categories,1
omonni-fried-chicken,3Q5O0O7N,Duisburg,No Vegetarian Categories,1
com-nam,N1R53OR,Duisburg,No Vegetarian Categories,1
mazaj,N73Q307,Kraainem,No Vegetarian Categories,1
snack-thieffry,N7P305O,Steenokkerzeel,No Vegetarian Categories,1
sushi-wok-1,NQRO3NQ,Duisburg,No Vegetarian Categories,1
liborio,O3N35QPN,Duisburg,No Vegetarian Categories,1
snack-aquarium,O3Q1O7N1,Duisburg,No Vegetarian Categories,1
little-bamboo,O71731QN,Kraainem,No Vegetarian Categories,1
ponto-pasta,O73N5RP,Duisburg,No Vegetarian Categories,1
